,Regio,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,latitude,longitude
521,Rijnwoude,116050.0,112082.0,137986.0,148488.0,185789.0,206703.0,225012.0,234505.0,229681.0,259242.0,251108.0,281901.0,291023.0,299293.0,290633.0,279972.0,277571.0,256280.0,253331.0,,,,,,,,,52.129504,4.5924766
522,Rijsbergen,124749.0,135114.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.5158877,4.7005455
523,Rijssen,87103.0,91772.0,109167.0,125601.0,142828.0,152887.0,198841.0,193957.0,206030.0,,,,,,,,,,,,,,,,,,,52.3080276,6.5213004
524,Rijssen-Holten,,,,,,,,,184806.0,213045.0,231557.0,221834.0,239988.0,262573.0,236286.0,252319.0,227143.0,230065.0,206249.0,216267.0,228425.0,234042.0,248153.0,279965.0,287331.0,317632.0,342796.0,52.284324850000004,6.440777380657181
525,Rijswijk (ZH.),87560.0,92334.0,103022.0,110574.0,131699.0,150473.0,180605.0,185444.0,188168.0,184732.0,197543.0,199854.0,202582.0,212611.0,199448.0,206726.0,212265.0,198848.0,173295.0,183554.0,199654.0,198527.0,214799.0,246337.0,280781.0,303017.0,355881.0,52.0446265,4.3188215
527,Roerdalen,103422.0,111300.0,134230.0,135579.0,165406.0,184821.0,180138.0,193210.0,187508.0,187599.0,203672.0,209430.0,222012.0,207108.0,188542.0,191464.0,198777.0,197977.0,178534.0,185870.0,186628.0,191752.0,202514.0,231800.0,242138.0,252910.0,306118.0,51.1454691,6.034390914431709
528,Roermond,85792.0,99724.0,106993.0,114924.0,126213.0,144971.0,164683.0,170674.0,170577.0,171804.0,192044.0,190946.0,201508.0,203475.0,190646.0,200608.0,191895.0,187001.0,183151.0,192318.0,194640.0,203499.0,225102.0,233736.0,251213.0,268453.0,318961.0,51.1933903,5.9882649
530,Rolde,109939.0,118807.0,127950.0,,,,,,,,,,,,,,,,,,,,,,,,,52.98438,6.64876
531,Roosendaal,,,107208.0,115363.0,127354.0,151019.0,168134.0,179387.0,193210.0,204072.0,217413.0,222502.0,223621.0,227188.0,220624.0,213695.0,218705.0,213050.0,194755.0,200284.0,200959.0,212847.0,219812.0,241006.0,257331.0,283960.0,315735.0,51.5331484,4.4561276
533,Rosmalen,104777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51.71866,5.3629244
534,Rossum,114509.0,116783.0,144176.0,193297.0,,,,,,,,,,,,,,,,,,,,,,,,51.8019318,5.3320894
535,Rotterdam,67793.0,75175.0,83880.0,93812.0,105407.0,125288.0,135654.0,147461.0,150540.0,160230.0,166115.0,177242.0,187465.0,190143.0,185122.0,187218.0,194038.0,182945.0,173814.0,185507.0,189536.0,202501.0,227834.0,256793.0,282910.0,307358.0,364018.0,51.9244424,4.47775
536,Rozenburg,71259.0,81246.0,87124.0,88887.0,101122.0,105113.0,124068.0,133881.0,155954.0,146285.0,160523.0,173734.0,172023.0,176658.0,166678.0,209109.0,,,,,,,,,,,,51.9056445,4.2415465
537,Rozendaal,173798.0,188234.0,188206.0,290003.0,331895.0,420499.0,413694.0,541859.0,492417.0,450966.0,514280.0,457549.0,494093.0,467602.0,534608.0,479462.0,485000.0,510917.0,464078.0,451176.0,493857.0,543634.0,421245.0,505222.0,667428.0,610553.0,796088.0,52.0394752,5.963024982504363
538,Rucphen,108262.0,122627.0,137400.0,140223.0,169614.0,188783.0,203751.0,228242.0,240937.0,261054.0,271298.0,277195.0,290979.0,248882.0,247820.0,235002.0,250508.0,224249.0,237951.0,220983.0,226572.0,240829.0,266644.0,286124.0,290092.0,314850.0,379681.0,51.5209462,4.569368236553837
539,Ruinen,83387.0,97779.0,109263.0,,,,,,,,,,,,,,,,,,,,,,,,,52.7641537,6.3600084
540,Ruinerwold,91497.0,112341.0,120274.0,,,,,,,,,,,,,,,,,,,,,,,,,52.7216745,6.2459797
541,Ruurlo,94389.0,115594.0,125348.0,121454.0,155963.0,187372.0,233204.0,219591.0,251025.0,289752.0,,,,,,,,,,,,,,,,,,52.087683,6.4493595
542,Sas van Gent,51116.0,54334.0,60463.0,72549.0,72419.0,82992.0,94089.0,113899.0,,,,,,,,,,,,,,,,,,,,51.2277846,3.7999364
543,Sassenheim,127064.0,130481.0,138246.0,159038.0,176200.0,206701.0,224704.0,251893.0,254206.0,269094.0,287992.0,,,,,,,,,,,,,,,,,52.2246356,4.5199218
544,Schagen,84887.0,102052.0,116805.0,123899.0,151902.0,171669.0,179206.0,185521.0,194872.0,187295.0,205419.0,217644.0,232765.0,236941.0,233162.0,223618.0,214546.0,201348.0,196970.0,203986.0,212112.0,233547.0,248430.0,267918.0,279396.0,308046.0,341486.0,52.78822125,4.741356804254988
545,Scheemda,67723.0,66778.0,71837.0,82173.0,92225.0,112076.0,128545.0,137127.0,143150.0,150265.0,150103.0,157255.0,164047.0,170286.0,165230.0,,,,,,,,,,,,,53.177619,6.971654
546,Schermer,90093.0,109864.0,135042.0,158193.0,173706.0,227407.0,275464.0,245226.0,239692.0,278766.0,251976.0,275934.0,287541.0,303872.0,295861.0,294549.0,276293.0,233543.0,254960.0,205579.0,,,,,,,,52.597594400000006,4.8170206621219815
547,Scherpenzeel,106317.0,122369.0,137296.0,161165.0,190801.0,218538.0,225588.0,250492.0,245215.0,247833.0,256862.0,269144.0,280379.0,276636.0,253808.0,300661.0,242577.0,261303.0,238940.0,249095.0,255136.0,249290.0,263336.0,299340.0,319781.0,339046.0,424213.0,52.090368850000004,5.507202445760246
548,Schiedam,68105.0,75499.0,79923.0,89247.0,95987.0,112042.0,128908.0,134671.0,140613.0,152093.0,156521.0,157329.0,163671.0,169740.0,163313.0,157884.0,160158.0,150716.0,144068.0,149987.0,156521.0,157604.0,164489.0,193090.0,220493.0,233751.0,279445.0,51.9300454,4.386451052615731
549,Schiermonnikoog,129327.0,146377.0,130974.0,120600.0,186503.0,222416.0,182646.0,255499.0,222409.0,317409.0,250611.0,292167.0,320379.0,337000.0,267975.0,361689.0,362429.0,253390.0,241632.0,277786.0,264005.0,364955.0,347199.0,357700.0,350824.0,347238.0,430227.0,53.4782844,6.1610076
550,Schijndel,92264.0,121441.0,140970.0,150180.0,166966.0,202122.0,244964.0,283229.0,276054.0,267647.0,285765.0,285408.0,314688.0,326032.0,289242.0,277829.0,289853.0,264383.0,255143.0,267351.0,268777.0,272276.0,,,,,,51.6176954,5.4362541
551,Schinnen,94968.0,115773.0,118161.0,133249.0,156234.0,184269.0,179485.0,192976.0,205880.0,198524.0,200363.0,217525.0,237519.0,222300.0,190616.0,194860.0,223273.0,198633.0,179861.0,183822.0,193747.0,197924.0,219053.0,233560.0,,,,50.9424885,5.8861509
552,Schipluiden,109414.0,125277.0,146361.0,148429.0,199987.0,178843.0,243721.0,239549.0,240754.0,,,,,,,,,,,,,,,,,,,51.9774012,4.3156816
553,Schoonebeek,76696.0,82998.0,86089.0,,,,,,,,,,,,,,,,,,,,,,,,,52.6642696,6.8847692
554,Schoonhoven,93944.0,102921.0,114074.0,130585.0,144337.0,179342.0,191956.0,173549.0,210724.0,215006.0,233153.0,253656.0,250345.0,255154.0,229191.0,247414.0,239573.0,200880.0,215498.0,211229.0,,,,,,,,51.9463984,4.8516431
555,Schoorl,127220.0,167525.0,159811.0,208250.0,230775.0,297557.0,,,,,,,,,,,,,,,,,,,,,,52.7008899,4.6939819
556,Schouwen-Duiveland,,,115308.0,122105.0,143551.0,179853.0,202561.0,203503.0,219699.0,229931.0,240564.0,263144.0,261914.0,274681.0,236563.0,244986.0,250581.0,219542.0,231864.0,225094.0,229608.0,250663.0,260533.0,273967.0,303163.0,316192.0,371398.0,51.687435300000004,3.876619717713044
557,Sevenum,109816.0,102885.0,114926.0,124074.0,151421.0,188244.0,179971.0,215937.0,214366.0,228918.0,216658.0,243467.0,243742.0,260210.0,233423.0,,,,,,,,,,,,,51.4123504,6.0370021
558,Simpelveld,101064.0,102122.0,105496.0,117237.0,146242.0,162963.0,176821.0,172876.0,165464.0,180940.0,190564.0,199936.0,184730.0,200269.0,183341.0,175806.0,174063.0,166919.0,165092.0,181352.0,162787.0,181859.0,199324.0,210746.0,227444.0,221359.0,288495.0,50.83081145,5.984685303060697
559,Sint Anthonis,122897.0,139494.0,148243.0,153101.0,182170.0,213726.0,234759.0,264707.0,275443.0,280927.0,283297.0,298458.0,290285.0,306204.0,292924.0,266182.0,270076.0,276651.0,221821.0,231997.0,234096.0,259098.0,267471.0,279779.0,319856.0,323200.0,410639.0,51.626921,5.8816763
560,Sint-Michielsgestel,121102.0,142172.0,160412.0,163182.0,214575.0,239216.0,289691.0,288034.0,296939.0,316922.0,341259.0,333391.0,366378.0,387020.0,325462.0,336238.0,315771.0,274209.0,249984.0,275978.0,294951.0,309789.0,329663.0,378665.0,391957.0,433726.0,491511.0,51.65091405,5.365289061090603
561,Sint-Oedenrode,113826.0,130938.0,152602.0,159611.0,181595.0,216581.0,267566.0,261820.0,275785.0,266647.0,299564.0,283953.0,302230.0,292411.0,283072.0,297084.0,297471.0,246488.0,264249.0,262641.0,263632.0,295582.0,,,,,,51.5646434,5.4610004
562,Sittard,95212.0,110254.0,116185.0,133099.0,155286.0,171128.0,,,,,,,,,,,,,,,,,,,,,,50.9974235,5.8666627
563,Sittard-Geleen,,,,,,,148527.0,165529.0,166872.0,173337.0,179674.0,183666.0,187539.0,188059.0,178617.0,176320.0,179785.0,167127.0,166884.0,171369.0,174285.0,175624.0,184726.0,202960.0,218196.0,227165.0,266384.0,51.0094043,5.8376057867167965
564,Skarsterlân,74862.0,84383.0,94430.0,103010.0,133496.0,173676.0,193671.0,212302.0,201886.0,211029.0,221872.0,223739.0,245481.0,246632.0,220087.0,224722.0,216652.0,206293.0,197979.0,,,,,,,,,52.9647959,5.799745
565,Sleen,87582.0,104265.0,99412.0,,,,,,,,,,,,,,,,,,,,,,,,,52.772368,6.8031287
566,Sliedrecht,89881.0,91278.0,102442.0,120527.0,136227.0,147173.0,165288.0,172020.0,193410.0,194821.0,195662.0,219755.0,230089.0,238060.0,224851.0,222396.0,212515.0,205418.0,193366.0,191665.0,201141.0,209918.0,217970.0,230351.0,257417.0,271072.0,303720.0,51.8308564,4.76984303118367
567,Slochteren,76576.0,88800.0,96946.0,96869.0,118990.0,140196.0,163383.0,170266.0,170629.0,174788.0,195079.0,198406.0,208870.0,220804.0,218601.0,187206.0,213565.0,191872.0,168967.0,176786.0,193719.0,201318.0,234489.0,,,,,53.2188327,6.8061724
568,Sluis,,,,,,,,,132760.0,133936.0,156434.0,156622.0,173318.0,176480.0,163739.0,169323.0,191500.0,180648.0,175691.0,173522.0,206298.0,207560.0,223694.0,229776.0,246366.0,268436.0,294425.0,51.32566285,3.5166294409278827
569,Sluis-Aardenburg,66501.0,79575.0,79606.0,72416.0,96311.0,103185.0,123634.0,146616.0,,,,,,,,,,,,,,,,,,,,51.2758,3.44035
570,Smallingerland,71002.0,76608.0,83227.0,84381.0,95428.0,111738.0,137251.0,146546.0,154572.0,163784.0,168771.0,183257.0,188338.0,194807.0,188473.0,187824.0,187182.0,181249.0,170267.0,170722.0,174632.0,183644.0,190981.0,218812.0,233493.0,244055.0,282933.0,53.11525265,6.050738915587699
571,Smilde,75338.0,86825.0,95311.0,,,,,,,,,,,,,,,,,,,,,,,,,52.9507953,6.4507154
572,Sneek,67264.0,72729.0,81774.0,95147.0,102604.0,117115.0,133335.0,154861.0,163829.0,174223.0,186465.0,200209.0,202437.0,213392.0,207605.0,199060.0,,,,,,,,,,,,53.033548,5.6611029
574,Someren,105114.0,119152.0,131788.0,140925.0,168508.0,227966.0,225126.0,230367.0,229260.0,261769.0,274010.0,273920.0,294991.0,337424.0,283236.0,288551.0,302510.0,242837.0,206167.0,243113.0,236375.0,252785.0,264060.0,289461.0,317973.0,341627.0,378186.0,51.38632235,5.688884477579495
575,Son en Breugel,117261.0,130909.0,144011.0,173757.0,180039.0,230872.0,258885.0,257088.0,277976.0,305329.0,289737.0,341672.0,334752.0,371286.0,356998.0,328663.0,331863.0,294296.0,291221.0,272932.0,296608.0,312240.0,325974.0,352755.0,400261.0,387355.0,477112.0,51.5173136,5.500838
576,Spijkenisse,79576.0,89063.0,90444.0,95782.0,114611.0,131432.0,143753.0,156295.0,169556.0,172895.0,177958.0,185207.0,189638.0,192205.0,183535.0,183408.0,178297.0,178567.0,168865.0,173332.0,,,,,,,,51.8464881,4.3287681
577,Sprang-Capelle,117806.0,130493.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6705258,5.0252983
578,St. Anthonis,105753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51.626921,5.8816763
580,Stadskanaal,70864.0,75874.0,84648.0,90040.0,107483.0,121951.0,134953.0,149619.0,151541.0,149658.0,153910.0,162557.0,179003.0,175100.0,166089.0,155713.0,162087.0,155706.0,145294.0,148184.0,156406.0,161392.0,167385.0,180249.0,185491.0,217543.0,250693.0,52.996240099999994,7.001434882926471
581,Standdaarbuiten,89363.0,134727.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6115293,4.5140407
582,Staphorst,73373.0,99758.0,95517.0,123105.0,151393.0,170926.0,182252.0,211479.0,220659.0,213605.0,226990.0,232786.0,256905.0,246379.0,249078.0,238096.0,225937.0,223642.0,207194.0,205165.0,213491.0,239236.0,245935.0,252767.0,265255.0,303884.0,337504.0,52.6368387,6.208129727382328
583,Stede Broec,79806.0,89013.0,99812.0,111522.0,134210.0,166674.0,189583.0,191150.0,186706.0,200659.0,204052.0,200666.0,216084.0,225591.0,202823.0,197918.0,196777.0,188220.0,182982.0,188510.0,193316.0,201709.0,228179.0,238864.0,270874.0,296841.0,327041.0,52.697291899999996,5.225990311919762
584,Steenbergen,98781.0,101117.0,109588.0,118853.0,141852.0,155328.0,183576.0,187784.0,195761.0,212082.0,221411.0,236214.0,221860.0,218185.0,189511.0,205363.0,198730.0,201017.0,174428.0,191503.0,189787.0,208556.0,223242.0,230678.0,250782.0,258586.0,325057.0,51.603292100000004,4.309251716161476
585,Steenderen,104795.0,116498.0,140576.0,153733.0,209806.0,233523.0,232718.0,280901.0,250572.0,281786.0,,,,,,,,,,,,,,,,,,52.063858,6.1875742
586,Steenwijk,66298.0,88242.0,93427.0,115120.0,131485.0,163596.0,178311.0,197690.0,,,,,,,,,,,,,,,,,,,,52.7895502,6.1210477
587,Steenwijkerland,,,,,,,,,196605.0,177561.0,202616.0,232841.0,237958.0,234379.0,217578.0,214947.0,204253.0,190951.0,185850.0,196261.0,200766.0,203799.0,226754.0,234505.0,250383.0,285838.0,333678.0,52.747874100000004,6.023206628871991
588,Stein (L.),94920.0,104845.0,120493.0,123195.0,140682.0,158836.0,168204.0,171909.0,175702.0,175944.0,179702.0,203307.0,190621.0,197235.0,173418.0,179492.0,176899.0,168614.0,168815.0,175535.0,172945.0,191205.0,206656.0,235462.0,236204.0,254755.0,279959.0,50.9732145,5.760681940061414
589,Stichtse Vecht,,,,,,,,,,,,,,,,,291626.0,284148.0,267617.0,274119.0,284937.0,293234.0,352057.0,380666.0,383891.0,439309.0,495126.0,52.20301145,4.994837650454457
590,Stramproy,106099.0,109729.0,122787.0,,,,,,,,,,,,,,,,,,,,,,,,,51.1932084,5.7235287
591,Strijen,91968.0,104623.0,125942.0,126610.0,143172.0,186396.0,194783.0,209776.0,238128.0,260713.0,246945.0,259722.0,279642.0,263927.0,239627.0,253865.0,252072.0,216797.0,165423.0,195060.0,201279.0,216927.0,261215.0,264386.0,,,,51.7428921,4.5539685
592,Susteren,97845.0,107915.0,128449.0,134470.0,148586.0,165879.0,169665.0,173265.0,,,,,,,,,,,,,,,,,,,,51.0654229,5.8518902
593,Swalmen,82590.0,92631.0,119632.0,117833.0,135074.0,159131.0,175770.0,159163.0,181814.0,176817.0,200148.0,200365.0,,,,,,,,,,,,,,,,51.231394,6.0356507
594,Súdwest-Fryslân,,,,,,,,,,,,,,,,,197220.0,180110.0,175247.0,182523.0,190035.0,199005.0,213070.0,215978.0,225650.0,264604.0,297003.0,52.974832649999996,5.436073892467922
595,Tegelen,89997.0,91737.0,104299.0,110692.0,119655.0,141096.0,,,,,,,,,,,,,,,,,,,,,,51.3429314,6.1362198
596,Ten Boer,64445.0,71935.0,81630.0,108642.0,102915.0,128555.0,147075.0,160073.0,160093.0,164278.0,159851.0,169152.0,155669.0,184785.0,189305.0,204832.0,182548.0,181144.0,150663.0,156542.0,181299.0,165414.0,194652.0,198181.0,,,,53.2773154,6.6951182
597,Ter Aar,128579.0,128587.0,155740.0,159988.0,219249.0,251576.0,266440.0,258324.0,239611.0,262765.0,254626.0,264752.0,,,,,,,,,,,,,,,,52.1655725,4.709364
598,Terheijden,101083.0,123795.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6429923,4.7525569
599,Terneuzen,65432.0,65333.0,68833.0,70271.0,77006.0,86367.0,101285.0,116090.0,133708.0,132127.0,140948.0,148507.0,152099.0,158476.0,154543.0,154643.0,153149.0,154531.0,151138.0,153474.0,156869.0,162271.0,174793.0,179756.0,201581.0,207830.0,252263.0,51.29884295,3.8422043956030683
600,Terschelling,95116.0,102867.0,107822.0,161894.0,198174.0,212069.0,231753.0,241347.0,227480.0,267068.0,260923.0,241751.0,246707.0,317070.0,281415.0,271562.0,335390.0,277696.0,283710.0,280197.0,309811.0,295631.0,308242.0,335675.0,327548.0,382293.0,418149.0,53.3339055,5.351490875699594
601,Teteringen,138392.0,142637.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6103716,4.8214856
602,Texel,89570.0,99200.0,106312.0,110371.0,140783.0,168084.0,178762.0,223255.0,194736.0,222245.0,245269.0,248956.0,251249.0,252333.0,230807.0,225054.0,243250.0,240179.0,215176.0,221355.0,238937.0,254087.0,292311.0,297194.0,321732.0,359029.0,377342.0,53.0775961,4.9057311371764385
603,Teylingen,,,,,,,,,,,,316574.0,330620.0,338366.0,304254.0,321625.0,308731.0,293942.0,276338.0,290804.0,270737.0,292124.0,339955.0,334411.0,395293.0,406240.0,488709.0,52.21739375,4.511393222538171
604,Tholen,62488.0,67009.0,82335.0,88501.0,102659.0,116704.0,125147.0,139709.0,159775.0,154818.0,178189.0,188628.0,191750.0,198848.0,191460.0,188206.0,194182.0,186582.0,160531.0,171622.0,178823.0,175067.0,183833.0,201442.0,232909.0,238255.0,264939.0,51.57085015,4.076142821673509
606,Tiel,96486.0,105117.0,110601.0,127517.0,144116.0,164548.0,204369.0,199581.0,194545.0,213795.0,204704.0,229840.0,231034.0,247479.0,225850.0,224422.0,213122.0,199027.0,184203.0,191289.0,201570.0,216920.0,225180.0,234232.0,260785.0,287184.0,323105.0,51.892425349999996,5.430438174137935
607,Tilburg,78212.0,86934.0,101651.0,110136.0,129060.0,154308.0,173810.0,189294.0,201720.0,205973.0,207675.0,220140.0,227717.0,226023.0,219425.0,216804.0,215642.0,210354.0,190282.0,198216.0,204190.0,208106.0,227092.0,247997.0,265272.0,293733.0,342612.0,51.585618749999995,5.066061908648313
608,Tubbergen,96873.0,109861.0,128475.0,133994.0,182390.0,183785.0,203406.0,229100.0,249789.0,228985.0,242385.0,260789.0,281353.0,253736.0,229348.0,257871.0,249332.0,260798.0,235063.0,222842.0,233484.0,246299.0,270855.0,289730.0,317491.0,328689.0,372400.0,52.403962699999994,6.7744417040377005
609,Twenterand,,,,,,,,191529.0,183397.0,196133.0,206476.0,224464.0,225192.0,239847.0,211473.0,209680.0,206908.0,196497.0,198645.0,187335.0,195482.0,201440.0,221020.0,237752.0,248957.0,273030.0,309662.0,52.439304,6.635427575044659
610,Tynaarlo,,,,,128198.0,167913.0,193475.0,208101.0,202837.0,223887.0,234087.0,239156.0,262361.0,272412.0,244327.0,247609.0,254612.0,231622.0,219146.0,232828.0,240252.0,262004.0,273808.0,311688.0,309779.0,350488.0,411599.0,53.11201305,6.5598426150845
611,Tytsjerksteradiel,76261.0,81601.0,89775.0,98628.0,118858.0,149702.0,157481.0,168437.0,164360.0,185711.0,182127.0,202764.0,214797.0,219314.0,201948.0,212728.0,203716.0,184405.0,174452.0,175070.0,184378.0,186058.0,212124.0,222739.0,235601.0,257895.0,295332.0,53.20512135,5.973447146507526
612,Ubbergen,102024.0,104569.0,139376.0,163600.0,171446.0,191937.0,211027.0,214605.0,244735.0,281559.0,235647.0,296621.0,260223.0,284212.0,276629.0,272298.0,286634.0,244974.0,257971.0,202141.0,,,,,,,,51.8368015,5.9009111
613,Uden,89351.0,103300.0,113644.0,114997.0,141512.0,191896.0,214290.0,228224.0,244475.0,237442.0,246493.0,264272.0,283337.0,277233.0,260775.0,258328.0,245325.0,253211.0,232999.0,237081.0,227743.0,241112.0,266731.0,279099.0,304260.0,327042.0,372898.0,51.6590888,5.6148605
614,Udenhout,135393.0,130388.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6119112,5.1409062
615,Uitgeest,104100.0,109845.0,132850.0,137796.0,163404.0,185143.0,208939.0,222537.0,227235.0,218826.0,237249.0,275147.0,270293.0,260618.0,248160.0,271461.0,243185.0,234238.0,198851.0,223301.0,243765.0,279462.0,280124.0,326862.0,336959.0,377100.0,413903.0,52.523293949999996,4.737466990272131
616,Uithoorn,111972.0,121902.0,134842.0,149249.0,180380.0,218934.0,217889.0,237046.0,219980.0,224121.0,237831.0,235121.0,264101.0,269964.0,256383.0,264309.0,250839.0,231242.0,213971.0,233040.0,244958.0,255574.0,297414.0,343942.0,364524.0,394007.0,435155.0,52.24400285,4.828160506359512
617,Urk,69513.0,73100.0,86866.0,92246.0,93478.0,107841.0,129934.0,136287.0,152742.0,167266.0,191946.0,193805.0,162031.0,180598.0,181990.0,183114.0,157632.0,187777.0,179052.0,181103.0,189998.0,194649.0,218969.0,227275.0,243089.0,262460.0,296183.0,52.6654515,5.5987894
619,Utrecht (gemeente),85568.0,96925.0,109688.0,122563.0,148101.0,165717.0,183806.0,187545.0,197054.0,208120.0,219305.0,230815.0,248002.0,267507.0,252284.0,252064.0,255878.0,246061.0,231691.0,238446.0,245900.0,267618.0,307737.0,344018.0,379770.0,405791.0,469949.0,52.01161784999999,5.327648848361381
620,Utrechtse Heuvelrug,,,,,,,,,,,,384337.0,393732.0,401140.0,384414.0,373726.0,363825.0,339915.0,301893.0,329586.0,347389.0,368914.0,373794.0,417345.0,442777.0,500361.0,562887.0,52.028653649999995,5.394884269227865
621,Vaals,104992.0,108917.0,108890.0,132849.0,119652.0,140534.0,144162.0,144776.0,132877.0,155329.0,175999.0,177850.0,187052.0,191999.0,184449.0,179613.0,193451.0,182002.0,161997.0,191801.0,200181.0,189124.0,193381.0,200287.0,228667.0,237242.0,284157.0,50.7781016,5.981067967268041
622,Valburg,105872.0,117179.0,146033.0,147576.0,171383.0,192050.0,,,,,,,,,,,,,,,,,,,,,,51.911008,5.7885376
623,Valkenburg (ZH.),109083.0,107482.0,122077.0,125466.0,159641.0,179822.0,217077.0,265810.0,224810.0,246852.0,251101.0,,,,,,,,,,,,,,,,,52.171,4.33
624,Valkenburg aan de Geul,107956.0,118488.0,144711.0,139396.0,172325.0,195642.0,193270.0,227447.0,210281.0,215464.0,230702.0,243275.0,241422.0,243937.0,234312.0,231493.0,246287.0,216724.0,205539.0,219926.0,213153.0,243077.0,252750.0,276241.0,275708.0,313227.0,371075.0,50.86094405,5.813709999149556
625,Valkenisse,103555.0,98670.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.4038689,4.0951218
626,Valkenswaard,96969.0,124653.0,147751.0,156036.0,183991.0,220516.0,230914.0,240370.0,225956.0,253963.0,266613.0,277607.0,299332.0,301943.0,296150.0,270439.0,258686.0,257876.0,239522.0,240617.0,263716.0,252314.0,266796.0,291885.0,302218.0,363915.0,403714.0,51.3202409,5.458181897733282
627,Veendam,62633.0,68196.0,72862.0,83569.0,95479.0,100755.0,120481.0,130553.0,137740.0,141701.0,143828.0,156333.0,162491.0,164079.0,153928.0,152994.0,154100.0,145414.0,137586.0,142885.0,144501.0,133346.0,158614.0,173373.0,187460.0,206197.0,231374.0,53.0807517,6.877303483300453
628,Veenendaal,93338.0,107294.0,115675.0,139593.0,164450.0,191639.0,200865.0,219802.0,220898.0,226814.0,230847.0,246439.0,262853.0,271216.0,240991.0,233998.0,241595.0,235783.0,207178.0,215747.0,217566.0,228195.0,249434.0,270646.0,286669.0,311679.0,367626.0,52.02320415,5.551800233162295
629,Veere,92662.0,110441.0,112968.0,116833.0,146391.0,174248.0,175170.0,195447.0,208723.0,236672.0,243740.0,286239.0,256689.0,252205.0,263274.0,269263.0,274814.0,256264.0,232800.0,240880.0,242879.0,261978.0,277322.0,282650.0,332804.0,381893.0,373049.0,51.55640385,3.577269355747127
630,Veghel,91857.0,103675.0,107636.0,118891.0,157777.0,190336.0,220724.0,236278.0,232746.0,242302.0,242690.0,271670.0,279255.0,286087.0,273672.0,274972.0,247958.0,252103.0,222492.0,212561.0,222193.0,233498.0,,,,,,51.6134636,5.5446455
631,Veldhoven,94637.0,111358.0,134840.0,142572.0,160186.0,200793.0,211788.0,236967.0,230115.0,233704.0,240032.0,263359.0,287335.0,306255.0,281628.0,259586.0,282343.0,247147.0,244483.0,251154.0,259935.0,269584.0,288638.0,327609.0,351668.0,384498.0,435660.0,51.4190691,5.4045572
632,Velsen,98219.0,106629.0,125674.0,137438.0,160456.0,182856.0,207625.0,216085.0,223374.0,244333.0,237778.0,257014.0,273352.0,282716.0,259846.0,279962.0,257722.0,233218.0,225454.0,231859.0,238076.0,275851.0,279962.0,304802.0,343305.0,361612.0,406030.0,52.451910299999994,4.603891145874141
633,Venhuizen,107470.0,113490.0,126221.0,161152.0,184825.0,214345.0,247459.0,252885.0,247817.0,255728.0,292465.0,,,,,,,,,,,,,,,,,52.6626396,5.1997975
634,Venlo,90891.0,94182.0,103551.0,111961.0,119490.0,128838.0,142242.0,145239.0,154219.0,164991.0,170431.0,181526.0,190461.0,184089.0,186716.0,177199.0,185997.0,175299.0,161826.0,176685.0,178519.0,191062.0,203397.0,221157.0,245618.0,265942.0,304030.0,51.39244885,6.1511724144122955
635,Venray,96408.0,105336.0,110745.0,124921.0,153213.0,169831.0,180306.0,207671.0,204034.0,209091.0,216187.0,236637.0,245635.0,240955.0,222968.0,217503.0,217656.0,215171.0,207048.0,203279.0,219601.0,214737.0,230745.0,250639.0,258421.0,280883.0,303827.0,51.5270258,5.9753635
637,Vianen,106136.0,118722.0,129038.0,132033.0,160180.0,210763.0,210138.0,212393.0,220000.0,235847.0,230483.0,257373.0,270566.0,272172.0,258369.0,253192.0,270021.0,263571.0,222626.0,242147.0,237252.0,255326.0,271477.0,296738.0,,,,51.9890128,5.0937164
638,Vierlingsbeek,103135.0,120553.0,135045.0,,,,,,,,,,,,,,,,,,,,,,,,,51.5964398,6.0091527
639,Vijfheerenlanden,,,,,,,,,,,,,,,,,,,,,,,,,303974.0,329591.0,385814.0,51.9301978,5.049517114891252
640,Vlaardingen,65713.0,74671.0,78735.0,85842.0,98999.0,115071.0,124762.0,144973.0,157009.0,163998.0,163755.0,176275.0,177642.0,189347.0,177823.0,179044.0,184321.0,166675.0,164246.0,164118.0,164575.0,172252.0,187120.0,199877.0,231415.0,258309.0,301858.0,51.9227863,4.329563378870851
641,Vlagtwedde,71692.0,75859.0,87068.0,88574.0,105733.0,136249.0,128074.0,160849.0,151711.0,164809.0,182735.0,184087.0,197703.0,195246.0,179090.0,195217.0,169349.0,158398.0,149609.0,151478.0,161455.0,163528.0,199017.0,,,,,53.0260951,7.1122345
642,Vledder,97425.0,110628.0,105166.0,,,,,,,,,,,,,,,,,,,,,,,,,52.8574791,6.2101824
643,Vleuten-De Meern,105484.0,79584.0,135742.0,172259.0,168032.0,202651.0,,,,,,,,,,,,,,,,,,,,,,52.1063576,5.0116317
